train_loss,train_acc,test_loss,test_acc
1.5837805347739333,0.5499125552282769,0.8486685531186487,0.7361708144796381
0.6149650290169492,0.8076721281296023,0.6041468215846073,0.8108031674208144
0.4139977024761145,0.8695692194403535,0.3592607555308324,0.8842830882352941
0.3287193174000736,0.8968796023564065,0.3165431720656617,0.8946691176470588
0.27443989795880924,0.9131535346097202,0.2386532987728167,0.9222426470588235
0.24318501618533053,0.9241807805596465,0.24569703572231125,0.9195772058823529
0.22369257829512781,0.9310520986745214,0.28621549056432044,0.9105698529411764
0.2118177152882071,0.9329896907216495,0.2338887328254607,0.9231617647058824
0.19491321416722612,0.9398333946980855,0.2042333724840051,0.9352941176470588
0.18506968335765628,0.9448407584683358,0.2124941704383887,0.9312075791855203
0.17738714132222055,0.9459499263622975,0.1832081883570508,0.9396139705882353
0.1695967590318381,0.9491761782032401,0.17778060591663233,0.9428308823529412
0.16265376244393207,0.9507041605301916,0.17234704405932194,0.9453125
0.15867602439468317,0.9522965758468336,0.17076251223231392,0.9451286764705882
0.15103162763110844,0.9549429307805597,0.16220052456620204,0.9518382352941176
0.14512501181746573,0.9567010309278351,0.17031965355494963,0.9447610294117647
0.13948644208001723,0.9577273564064801,0.20739460002343335,0.9335477941176471
0.14004309962823197,0.9566688144329897,0.1752369806588189,0.9430147058823529
0.13800569275182853,0.9578976435935199,0.14134560418280992,0.9558823529411765
0.1350492314100869,0.9589469808541974,0.15398030972984783,0.9485294117647058
0.12399690129570608,0.963526325478645,0.14618637174460353,0.9523897058823529
0.12555721367946626,0.9615933357879234,0.13859925825210453,0.955656108597285
0.11942288619006637,0.9648840206185567,0.14615589029648723,0.9534007352941176
0.11418186751535829,0.9675625920471281,0.1263199733255212,0.9590992647058824
0.11116211868641522,0.9658735272459499,0.1108821703146746,0.9668198529411764
0.10826274069555554,0.9674107142857143,0.14255701880696614,0.9532664027149321
0.10505120094799723,0.9681056701030928,0.12028572672776029,0.9625919117647059
0.09884017499695931,0.9709361192930781,0.1349404564144446,0.9541360294117647
0.09784992152292814,0.9714423784977909,0.12220676222213489,0.9618566176470589
0.09720861518739096,0.9708440721649485,0.09799988412620116,0.9693509615384615
0.0934399308740341,0.9721097201767305,0.09960486134334454,0.9698529411764706
0.0911308959149104,0.9723490427098674,0.13280708519382375,0.958547794117647
0.0832360916162686,0.9755384756995582,0.08667152722782168,0.9719669117647058
0.08393735587130546,0.9752393225331369,0.09328161337984699,0.9709558823529412
0.08607290203810639,0.9736146907216495,0.10116167160774828,0.966360294117647
0.0769794939539501,0.9762150220913108,0.09345951800410951,0.9704963235294117
0.07980991153263203,0.9764359351988218,0.08657944046597764,0.9735789027149321
0.07269013161902674,0.9788061487481591,0.09471909144862473,0.9693014705882353
0.07697599018006332,0.9767811119293078,0.08673377571351867,0.9727941176470588
0.07250467217143279,0.9781802282768778,0.10786861377055175,0.9653987556561086
0.07238893403736148,0.9785622238586157,0.11098397547731806,0.9648897058823529
0.07091820038359925,0.9793124079528719,0.08594168054148801,0.9732536764705882
0.07301632073860127,0.9781157952871871,0.12140795576588596,0.9612132352941176
0.06534654725705094,0.9808541973490427,0.09658132962855127,0.9691176470588235
0.06620534600426659,0.979611561119293,0.0789168951292488,0.9750919117647059
0.06528810851721008,0.9808772091310751,0.07429126505971105,0.977389705882353
0.06342060020363537,0.9814156848306334,0.07306577918643598,0.9779411764705882
0.06174815719054302,0.9818667157584683,0.10562567202312707,0.9659007352941177
0.06163147945640765,0.9823269513991163,0.08116839179454152,0.9743566176470588
0.06027790879904785,0.9820968335787923,0.08163535775199895,0.974172794117647
0.05825154902224891,0.9829666789396172,0.08601710738525178,0.971139705882353
0.05841705218315486,0.9826491163475699,0.06080393499338671,0.9795036764705882
0.05806455022857054,0.9822809278350515,0.08178546604647315,0.9727941176470588
0.05674922023368355,0.9827273564064801,0.07487234016144237,0.9759191176470589
0.05686701635901428,0.9825800810014728,0.07050210592411424,0.9776654411764706
0.05466032917738175,0.9835281664212076,0.07471921060693122,0.9764705882352941
0.05660556918769644,0.9829022459499264,0.0711413083040765,0.9776654411764706
0.053942838558907975,0.9839607879234168,0.08922156020746436,0.9708639705882353
0.048408581054956684,0.9856728645066274,0.08335845620114175,0.9724264705882353
0.05591297927600591,0.9834085051546392,0.08325448270616642,0.9735294117647059
0.05090784886646165,0.9847201767304861,0.06810881510332632,0.9761029411764706
0.05037813775196112,0.9856728645066274,0.07959201738400118,0.9756433823529411
0.050907715112800726,0.9846373343151694,0.07052240059916477,0.9785845588235295
0.05231237981359739,0.9841218703976435,0.07629529710598838,0.9756433823529411
0.04732337727069797,0.9854795655375552,0.06889642567848034,0.9776654411764706
0.04814745552631421,0.9853645066273933,0.05953074506015743,0.9806066176470588
0.050712935570785184,0.9850423416789397,0.09251632673138588,0.9704963235294117
0.04975266117609102,0.9847662002945509,0.07112853823169536,0.9770220588235294
0.043470508927244154,0.9875736377025037,0.08315461142971317,0.9740808823529412
0.04780349553088124,0.9856406480117821,0.057635194011420345,0.9830882352941176
0.04703077324383188,0.9853184830633285,0.06824156310416156,0.9776654411764706
0.04429864838245477,0.9872744845360825,0.07172141013682395,0.9768382352941176
0.04629630498901498,0.986215942562592,0.06040530871023828,0.9809742647058823
0.04539926005465655,0.9867912371134021,0.10001562242661534,0.9673713235294118
0.0444940707409022,0.9872284609720177,0.06427411056125386,0.9795955882352941
0.042023162019578945,0.9877669366715759,0.06342250375408398,0.9798713235294118
0.04612786255468956,0.9860088365243005,0.07162718034108848,0.9779411764705882
0.04501466090953463,0.9871134020618557,0.08960282413031297,0.9704963235294117
0.04031877092511663,0.9876656848306333,0.06158689158991739,0.9802389705882353
0.04096809262486959,0.9877347201767305,0.05965039363171159,0.9803308823529412
0.043724344255226436,0.9866393593519882,0.07890505241889247,0.9732536764705882
0.045441288388123675,0.9857787187039765,0.06657182579848964,0.9788178733031674
0.03769572631691532,0.9893225331369662,0.055037007464553055,0.981985294117647
0.043567963183510486,0.9872606774668631,0.07493939892664296,0.9748161764705883
0.040654014122901434,0.9881259204712813,0.06227487360331853,0.9795036764705882
0.043193443227231516,0.9874125552282769,0.06803958360302632,0.9799632352941177
0.04340916145800384,0.9866531664212077,0.09422616878257352,0.9694852941176471
0.039447104701510353,0.9875736377025037,0.05933477280341322,0.9806985294117647
0.03802917829935202,0.9892166789396171,0.05476322007760995,0.9834558823529411
0.041160111887252236,0.9878819955817378,0.06815087064010988,0.9786764705882353
0.03951611552760897,0.988448085419735,0.05779429024153026,0.9811580882352942
0.041034579972530114,0.9875138070692194,0.06495887446737256,0.9795955882352941
0.0395416365596068,0.988448085419735,0.06188006780526741,0.9806066176470588
0.0368439107412364,0.9887702503681886,0.07211962479991865,0.9770220588235294
0.04109102911374152,0.9875966494845361,0.05850500412737293,0.9829044117647059
0.03903131687256545,0.9880798969072165,0.054362160915030364,0.9817095588235294
0.03772060535844712,0.9891016200294551,0.06683765845568011,0.9801470588235294
0.03864521563936276,0.988908321060383,0.053716268818050805,0.9818014705882353
0.03769156039925292,0.9889497422680413,0.07229056303528042,0.976293834841629
0.03951869091219289,0.9880338733431517,0.06416365937522428,0.9785845588235295
